id;name;RA;Decl;V_mag;R_star;M_star;Priority;SpcType;comments;period;period_error;t0;t0_error;depth;duration;Rs_a;Mp;Rp;filler;public;tess;required_observations;done;t0_sg1;t0_error_sg1;period_sg1;period_error_sg1;duration_sg1;duration_error_sg1;Rp_sg1;comments_sg1;depth_sg1;plan_observations;rv_interested;master_disposition;publication_status_sg1;predicted_K_sg2;Teq_sg2;Teff_GAIA_sg2;insolation_sg2;observations;stellar_density
2124;"TOI06016.01";4.524025;59.766205555556;11.9;;;5;;;4.0237035;;2459853.6502896;;7545;3.948;;;;0;1;1;1;"No";2459853.6503;0.001;4.0235968;0.0002179;0.1645156775;0.07445994;14.2;"[P=4.0237035] K. Carden/TLS-Tautenburg TEST 0.3m observed a full on 20230810 in R and detected an ~on-time ~8 ppt event using an uncontaminated 14” target aperture. Raquel Forés/ Jose Muñoz/ OAUV-TURIA2 observed a gapped full on 20230818 in R and detected an ~on-time ~9.2 ppt event using an uncontaminated 5.4" target aperture. Paul Benni/ ASP observed a full on 20230920 in gp and detected an ~on-time ~7.7 ppt event using an uncontaminated 7.0" target aperture. Bob Massey/ Villa39 observed a near-full on 20231014 in I, B and detected a -14 min (.5σ) ~ on-time 8.7, 9.6 ppt [(Rp/R*)²: 7.6, 7.3 ppt] event using uncontaminated 6.6", 5.7" target apertures. [P=4.0235968] No more SG1 observations needed.";7545;1;"Ariel?, MaHPS(Thomas,8), NEID-Yee (orbit)";"P";"Juliana Felicitas Ehrhardt <J.Ehrhardt@campus.lmu.de> Confirmation Published [SG1 LCs and write-up sent]";123.74;1566;5116;999;0;
1622;"TOI01532.01";4.736125;57.200652777778;10.5;;;2;;;8.90538;;2458771.78488;;7070;2.893;;;;0;;1;1;"No";2458771.7849;0.0012;8.90538;0.00045;0.1205416667;0.369;12.8;"[P=8.90592] Greg Srdoc observed a full on 20200821 in TESS-like band and detected ~22 min (1σ) early ~7 ppt event in an uncontaminated 9.6" aperture. [P=8.90548] PereG observed a full on 20200812 in OAA Ic and detected an on-time ~6 ppt transit in an uncontaminated 9.4" target aperture. John Kielkopf observed a full on 20200923 in ULMT gp and detected a 6 min early ~8 ppt transit on target. Greg Srdoc/LCO-McD-1m0 analyzed fulls on 20211110 in B,zs and detected ~on time ~5.5-6 ppt transits on target using uncontaminated 5.4" target apertures. On hold awaiting validation or confirmation interest. No more SG1 observations needed at this time.";7070;1;"APF (14, Giacalone)";"VPC+";;25.45;1196;6790;339.3;0;
1571;"TOI00260.01";4.7731916666667;-9.9648472222222;9.9;;;5;;;13.470018;;2458392.294408;;687;1.998;;;;0;1;1;1;"No";2458392.2944;0.0026;13.470018;0.003236;0.0832665;0.343922;1.6;"[P=13.470018] only two TESS transits. Tianjun observed a full with -2/+1 sigma ephemeris coverage on 20190819 in Y-band. The field was fully cleared of NEBs, considering both the follow-up data and SPOC centroid data, and a hint of a 0.7 ppt event was detected on target (but is probably not significant). Rick Schwarz analyzed a defocused full (Tc -374/+137 min; -1.5/+0.5 sigma) on 20201010 in 1m0 zs and possibly detected a 94 min late (0.4 sigma) 0.7 ppt ingress in an uncontaminated 9.8" target aperture, or maybe ruled out the event over the time observed (depending on detrending). [P=13.473306] Rick Schwarz analyzed a full on 20210707 in 1m0 zs and detected an apparent 77 min late (0.22 σ) ~1 ppt ingress, but no obvious egress. Likely the result of no good available comp stars in the field. Inconclusive. Revert to original ephem [P=13.470018] Retired as CPC.";687;1;"PFS (Teske/Wang), ESPRESSO-GTO, HIRES-TKS (104, Howard)";"P";"Melissa Hobson Confirmation Published";1.68;498;4182;10.21;0;
174;"2MASS J0019262+461407";4.8591666666667;46.235277777778;18;0;0;5;"M8";;0;0;0;0;0;0;0;0;0;2;1;;1;"Yes";;;;;;;;;;;;;;;;;;4;
434;"Qatar-4b";4.85925;44.027638888889;13.6;0;0;3;;"ESA program, Ana Heras + Nicolas Crouzet";1.8053564;0;2457637.77361;0;0;0.08917;0;0;0;0;1;;1;"Yes";;;;;;;;;;;;;;;;;;2;
267;"TOI00278.01";4.8835416666667;-5.9115611111111;16.45;0;0;5;;"Observed on 21/10. Report: The observations were affected by clouds, the data are useless. The scatter is large and the transit was not fully observed, we only caught the ingress. TOI 278.01 observed on October 19., 2024 Report: We removed the g-band photometry from the transit analysis because the light curve in this band presented a large scatter (transit is faint in this band). We detect a late (~50 min) transit event on the target star with the i-band; the r-band photometry presents a large scatter and the transit appears to be not visible in this band. This is a dipper candidate according to SG1 which may explain the lack of detection in r-band.";0.298737;0;2458401.3465;0;0;1.5456;0;0;0;0;1;1;2;"Yes";2458381.7755;0.0003;0.298736;5.8E-6;0.02590085237;0.071629;2.5;"[P=0.2987310] possible dipper; not a planet candidate; Rstar may be larger than stated. Pablo Lewin observed a full transit duration in CBB and found an apparent roughly 50 ppt event on target, but with half the expected duration (RMS = 72 ppt). Felipe Murgas/ MuSCAT2 Team observed a nominal full on 20241019 in rp, ip and detected a ~56 min late 0.55, 9.27 ppt events using an uncontaminated 10.9" target apertures.[P=0.298736] On hold. No more SG1 observations needed at this time.";6605;;;"O";;15.49;1231;3517;380.7;2;
2222;"TOI06234.01";5.0692416666667;49.465930555556;13.5;;;3;;;6.6283182;;2459869.4107114;;5378;4.344;;;;0;;1;1;"No";2459869.4107;0.0039;6.6285656;7.94E-5;0.181;0.526;9.7;"[P=6.6283182] found in faint-star QLP search; Allyson Bieryla/ KeplerCam/ observed a egress+50% on 20240925 in ip and detected a ~38 min (2.3σ) late ~10.4 ppt egress using a contaminated 3.4" target aperture (T=16.0, dT=3.2, r=4.2"). [P=6.6285656] The next observation should be a focused high precision (<1.0 ppt/10 min) full transit in a red (r', R, i', I, z) filter using an aperture that attempts to exclude most of the flux from the 4.2" neighbor to determine the source of the event at the revised ephemeris.";5378;;;"VPC-";;23.67;1186;5360;328.5;0;
2213;"TOI06218.01";5.1113375;48.767883333333;12.7;;;5;;"Observed on 26 November 2023, Report: We observed full on 20231126 in gp, rp, ip, zs and detected a 0.24 min early (0.3 sigma) (Rp/R*)^2: 14.8, 14.6, 13.5, 12.6 ppt event using 7.395" uncontaminated target aperture. The transit depths show a hint of chromaticity. We can rule out all the identified nearby stars.";5.1570194;;2459878.3457596;;16586;2.42;;;;0;;1;1;"Yes";2459878.3458;0.0006;5.1570795;0.0002571;0.1008333333;0.064;12.1;"[P=5.1570194] found in faint-star QLP search; Raquel Forés/Jose Muñoz/OAUV-TURIA2 observed a egress+70% on 20230715 in R and detected a 14 min (0.7σ) late ~14.5 ppt egress using a n uncontaminated 8.2" target aperture and cleared 15 out of 22 neighbors over the window [P=5.1572908]. Howie Relles/ LCO-McD-0m35 analyzed a full on 20231202 in gp and detected a ~24 min. early ~19.3 ppt [(Rp/R*)²: 13.8 ppt] event using an uncontaminated 5.8" target aperture. [P=5.1570795]. JeromeL/ MuSCAT2 Team/ TCS-MuSCAT2-1.52m/ observed full on 20231126 in gp, rp, ip, zs and detected an ~on-time (Rp/R*)^2: 14.8, 14.6, 13.5, 12.6 ppt event using 7.4" uncontaminated target aperture. On hold awaiting statistical validation or RV confirmation. No more SG1 observations needed at this time.";16586;1;"TRES(14,BD + outer) Latham";"VPC";;46.66;895;4740;106.8;1;
1831;"TOI04647.01";5.2459708333333;12.323869444444;10.1;;;5;;;8.833452;;2459875.5855128;;680;3.026;;;;0;;1;1;"No";2459451.5885;0.001;8.834222;1.0E-5;0.1260833333;0.65789026;2.5;"[P=8.8343571] bad transit shape; low SNR; Update from qlp-s57-ffi. [P=8.8334520]. Update from AIJ-s42+s70 and T0 from s42. [P=8.834222] Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter.";680;1;"NEID-Beatty+Kroft";"PC";"TTVs are spotted in s43 and s57";2.03;967;5754;145;0;
2606;"TOI04647.02";5.2459708333333;12.323869444444;10.07;;;5;;;11.0699808;;2459462.4284;;629;3.04;;;;0;;1;1;"No";2459462.4284;0.001;11.0699808;3.0E-5;0.1266234552;0.46050057;2.6;"[P=11.0707708] potential multi; low SNR; some asymmetry in transit shape; Update from AIJ-s42+s70 and T0 from s42. [P=11.0699808] Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter.";629;1;"NEID-Beatty+Kroft";"PC";"TTVs are spotted in s43 and s57";1.95;897;5754;107.4;0;
663;"TOI03993.01";5.438;59.105755555556;12.183;0;0;5;;"Observed on 17 December 2023, Report: We observed full on 20231217 in gp, rp, ip, zs and detected a 14.3 min early (0.4 sigma) (Rp/R*)^2: 4.0, 5.6, 6.1, 5.4 ppt event using 10.875" uncontaminated target aperture. We excluded the data after 2460296.425BJD due to the vignetting. The target ID is 3 in the attached FoV. The transit depths do not show chromaticity strongly. We can rule out all the identified nearby stars. There are several faint sources that are not identified by the pipeline. The png data of 5 arc-minutes square field is not available. TTF Comments: "V-shaped; found in faint-star QLP search; Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter." First observation on 22 Sep 2021 was bad due to weather. We need a second one";2.223255;0;2458980.217286;0;0;0.07225;0;0;0;0;1;1;2;"Yes";2458980.2173;0.0036;2.223255;4.4E-5;0.07225;0.271;9.8;"[P=2.2231730] V-shaped; [a 0.13" delta-mag ~1 speckle companions on ExoFOP] found in faint-star QLP search; Ed Michaels/WCO observed a nominal full on 20211113 in rp and possibly detected a 29 min (1.7σ) late 5.8 ppt flat-bottomed event using an uncontaminated 6" target aperture. [P=2.223255] Kim McLeod/Whitin observed a full on 20220112 in gp, rp and detected an ~on-time 4 ppt event in rp using an uncontaminated 5.4" target aperture. The depth of the gp event is unclear due to a strong trend, but if the rp & TESS durations are adopted, the event would be consistent with 4 ppt. With a free fit, a 9 ppt with about an hour longer (4σ) duration. M. Ghachoui and K. Barkaoui/TRAPPIST-N-0.6m observed a full on 20220906 in zp and detected an ~1 hr longer ~on-time ~6ppt event using an uncontaminated 3.6” aperture. On hold awaiting statistical validation or RV confirmation. No more SG1 observations needed at this time.";4190;;;"VPC-";;130.6;1949;5773;2398.1;2;
2620;"TOI06648.01";5.4623708333333;42.770625;10.51;;;2;;;99999.99;;2459859.069;;1040;5.62;;;;0;;1;1;"No";2459859.069;0.0067;20.86399;0.0003;0.2343333333;0.713;3.8;"single transit at TBJD=2880; another possible partial transit at TBJD = 2859; Rafael Rodrigues from Planet Hunters brought to our attention that a recently released TOI does indeed have two full transits (we missed one partially due to QLP data quality flags) as well as an additional transit in s17, allowing a period to be identified for this target that we released as a single. The next observation should be a focused high precision (<1.0 ppt/10 min) full transit in a red (r', R, i', I, z) filter to determine the source and timing of the event.";1040;1;"SOPHIE(Hébrard)";"PC";;2.95;821;6055;75.4;0;
2203;"TOI06203.01";5.5998791666667;24.867111111111;11.1;;;2;;;25.1745344;;2459855.6057141;;2786;4.865;;;;0;;1;1;"No";2459855.6057;0.0032;25.1745344;0.0041613;0.2027083333;0.654;6.8;"found in faint-star QLP search; Confirm event on target with high precision (<~1.5ppt/min) and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.";2786;1;"SOPHIE(Hébrard)";"PC";;7.9;801;5727;68.3;0;
660;"TOI03992.01";5.6254166666667;57.873275;13.11;0;0;5;;"EPHEMERIS ERROR: 10 min TTF Comments: "V-shaped; found in faint-star QLP search; Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter." Submitted to TFOP on 6 July 2021 Report: Tc: 2459400.6464009 ± 0.00058 T14: 0.10484 ± 0.00222 days We did not use some of the data points in the middle of the transit due to some large drift from the telescope. A deep transit event is detected on the target star, the transiting object seems to be in a grazing geometry. No large differences in the transit depth is detected although a full transit observation is needed to confirm this.";6.397951;0;2458971.988273;0;0;0.101583;0;0;0;0;1;1;1;"Yes";2458971.9883;0.0024;6.397951;0.000102;0.1015833333;0.296;;"V-shaped; found in faint-star QLP search; Felipe/MuSCAT2 observed a gapped full on 20210704 in gp,rp,ip,zs and detected an ~on-time possibly achromatic ~8.3 ppt V-shaped transit in an uncontaminated 8.3" target aperture. No more observations needed, except for **full-only** multi-band or alternating filter high precision (<1.0 ppt/5 min) data in at least blue (U, u', B, g') *and* very red (zp, zs, Y) to check for chromaticity.";8310;;;"VPC+";;87.32;1451;5324;735.4;1;
3043;"TOI07414.01";6.0425333333333;39.108691666667;12.95;;;3;;;7.899462;;2460601.3733;;8727;0.0716667;;;;0;;1;1;"No";;;;;;;;;;;;"VPC";;;;;;0;
2249;"TOI06315.01";6.1868458333333;58.468552777778;12.9;;;2;;;4.4532909;;2459906.7230608;;2866;6.572;;;;0;;1;1;"No";2459906.7231;0.0027;4.4532909;1.57E-5;0.2738333333;0.53;13.8;"found in faint-star QLP search; slight depth aperture correlation; Confirm event on target with high precision (<~1.5ppt/min) and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.";2866;1;"Ariel";"PC";;48.66;2028;5071;2808.7;0;
1356;"TOI03989.01";6.3865;63.040636111111;12.198;;;5;;"Teq > 2000K";4.0104204;0;2458975.278323;0;;0.0995833;;;;0;;1;1;"No";2458975.2783;0.0021;4.01049;6.4E-5;0.09958333333;0.233;;"[P=4.01042] found in faint-star QLP search; Ferran Grau analyzed a full on 20210813 in Cal'Ou R and detected a ~12 min (1σ) late ~5 ppt transit an uncontaminated 5.6" target aperture. [P=4.01049] Ed Michaels observed a full on 20211102 in WCO gp and apparently detected a ~2 ppt event on target, but a mid-transit upswing is probably biasing the transit model depth to be too shallow. Pere Guerra/OAA observed a full on 20210817 in Ic and detected an on-time ~5 ppt event in a contaminated 7.2" target aperture. AdamP/SUTO-UZPW50-0m5 observed a almost full on 20220809 in 0m5 B and detected 27 min. earlier ~7 ppt transit. Odd/even timing offset? With the Gaia DR2 stellar radius as ~5.86 companion is too large to be planetary at ~11% from spoc-s58-b0A report. Assuming solar radius, spoc-s58 estimate an Rp of 12.917 Re. For the Gaia DR2 stellar radius of ~5.86 Rsun, the companion would have Rp ~ 75 Re. Retired as EB.";5050;;;"EB";;39.22;6075;7794;226172.1;0;
1321;"TOI05322.01";6.5293333333333;14.336427777778;12.733;;;5;;;5.4232371;0;2459492.946824;0;;0.209167;;;;0;;1;1;"No";2459492.9468;0.0009;5.4232371;0.0002517;0.2091666667;0.163;16.5;"found in faint-star QLP search; Aviad, Tsevi, Shay, and Avraham report from 54 Gaia data points (2 in-transit), a 14 ppt event on-target. AdamP/SUTO-Otivar-0m3 observed a gapped full w/MF on 20221030 in B and likely detected an ~on-time ~11 ppt transit using 7" uncontaminated target aperture. The next observation should be in a red (r', R, i', I, z, Y) filter to refine the timing of the transit on target. Multi-band or alternating filter observations including a blue (U, u', B, g') and red (r', R, i', I, z, Y) filter are preferred for a simultaneous chromaticity check.";12120;1;"HIRES-Yee (orbit)";"VPC";"Sam Yee Confirmation In prep";112.31;1348;5427;548.2;0;
2194;"TOI06190.01";6.7562625;29.487269444444;12.2;;;3;;;3.5595352;;2459878.2956579;;3006;1.027;;;;0;;1;1;"Yes";2459878.2957;0.0014;3.5595352;1.2E-5;0.04279166667;0.177;5.2;"[P=3.5595352] found in faint-star QLP search; Pere Guerra/OAA observed a full on 20230709 in Ic. The data are consistent with a 3 ppt event using an uncontaminated 13" target aperture, but are inconclusive due to scatter. NEB check is inconclusive likely because of the large aperture used.CristilynW/ LCO-SAAO-0m4p analyzed a full on UT2023.09.03 in gp and probably detected a ~18 min late event using an uncontaminated 6.8" target aperture and did not see any obvious NEBs over the window. QLP s57 centroids limit the event to within 10". [P=3.5596755]. Rick Schwarz/ LCO-McD-1m0 analyzed a full on 20230925 in ip and detected a 20 min (6.7σ) early ~3.1 ppt event [(Rp/R*)²: ~2.7 ppt] using an uncontaminated 4.7" target aperture. [P=3.5595352]. No more observations needed, except for a high precision (<1.0 ppt/10 min) full transit in a blue (U, u', B, g') filter to check chromaticity. High-precision (<1.0 ppt/10 min) multi-band observations even better.";3006;;;"VPC";;9.96;1237;5665;389.1;1;
3079;"Enol11-b";7.0939291666667;46.225706944444;13;;;3;;"TIC 190995146 -- Target proposed by Enol as a possible planet to be confirmed, found with his own pipeline.";0.4768;0.0004;2460585.5447;0.0026;;0.0654167;;;;0;;1;1;"No";;;;;;;;;;;;;;;;;;0;
1591;"TOI00851.01";7.387275;-10.468541666667;11.3;;;5;;"Observed on 8 August, 2023: Report: We use an aperture contaminated with the unresolved nearby star (ID=9, d=1.8"). We do not detect the transit event with significance. We can rule out all the other (4 out of 5) nearby stars as EBs with deep eclipses. We cannot distinguish which star is the source of the signal.";0.63002;;2458383.97183;;1320;0.552;;;;0;;1;1;"Yes";2459141.2406;0.0013;0.62963;1.0E-5;0.012875;0.138;3.4;"[P=0.6296000] short period; nearby companion with dmag 5.6; Jonathan and Ryan observed a full on 20190719 from MEarth-South and found a tentative detection of ~1 ppt event in the target star 5" aperture apparently arriving a few minutes early. Kevin and Karen observed a full on 20190714 from CTIO-1m in ip and detected a ~7 minute early ~2-3 ppt event in the target star 5" aperture. The apertures of both observations include most of the flux from a dT = 5.6 neighbor 2" WSW. TG Tan, Kevin Collins, and Justin Wittrock observed full transits on 20190716 in Rc, 20190724 in B, and 20190726 in B, respectively. None of the observations are good enough to move to VPC+ or BEB. Jerome de Leon/MuSCAT2 observed a full on 20230808 in gp,rp,ip,zs and ruled out an on-time ~0.8 ppt event using a contaminated 10.9" target aperture (T2: TIC 610472559 T = 16.9, dT=5.9, r=2.9") and cleared 4/5 neighbors for NEBs over the window. There seems to be a hint of a deeper, longer duration. ~70 min late event in rp, ip and zs. SPOC s30 reports a deeper (~1.6 ppt), longer duration (~0.6 hr) event. [P=0.62963]. No more SG1 observations needed.";790;1;"Veloce, FIES(10, Buchhave), FIES-Nowak(2), CHIRON-Wong(6), Tull-McDonald (19, long-term trend very likely induced by a stellar companion), HARPS-ARM(7, drift)";"APC";;8.85;1922;5307;2267;1;
3038;"TOI07408.01";7.5398875;50.746455555556;13.46;;;3;;;8.0242387;;2460600.3755;;4500;0.09125;;;;0;;1;1;"No";;;;;;;;;;;;"PC";;;;;;0;
701;"TOI03998.01";7.637;56.331466666667;12.729;0;0;5;;"EPHEMERIS ERROR: 3min TFF Comments: "PC: found in faint-star QLP search; Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter." Submitted to TFOP 30 Sep 2021 Report: TOI 3998.01 Target: 0 Reference star(s): [3, 10] Target aperture: 8.265 arcsec Reference aperture(s): [5.655 4.35 ] arcsec Tc: 2459486.6371006 ± 0.0001885 T14: 0.07862 ± 0.00125 days Star ID 71 Tc: 2459486.625145 ± 0.0005519 T14: 0.10029 ± 0.0023 days We detect an achromatic transit on the target star with a central time slightly later than the prediction. We also rule out EBs in the field except for Star ID 71 which presents a V-shaped chromatic transit with a timing different than TOI 3998.01. Note: The target is Star ID 0 and 65, they just have slightly different photometric centers. The same seems to be the case for Star ID 71 which is also Star id 97 (or Star ID 97 is another faint star but too close to Star ID 71).";1.814499;0;2458980.38827;0;0;0.086;0;0;0;0;1;1;1;"Yes";2458980.3883;0.0007;1.814512;8.0E-6;0.086;0.23;14.4;"[P=1.814499] found in faint-star QLP search; Raquel/Jose/OAUV-T50 observed a full on 20210723 in R and detected a few min late ~11 ppt event in an 4.3" target aperture that is contaminated with ΔT = 3.6 neighbor 2.2" NE. Felipe/MuSCAT2 observed a full on 20210928 in gp,rp,ip,zs and detected a ~5 min (2σ) late ~12 ppt event in an 8.3" target aperture that is contaminated with TIC 604119881 (T = 15.7, ΔT = 3.6, r = 2.2" NE). [P=1.814512] AdamP/SUTO-Otivar-0m3 observed a full on 20220719 in R and detected an ~on-time 14 ppt event using a 6.2" aperture that is contaminated with TIC 604119881 (T = 15.7, ΔT = 3.6, r = 2.2" NE). Neighbor could not be separated. Fabian RF/RFAC observed a full on 20220908 in R and detected a ~14 ppt event using a contaminated target aperture. Ferran Grau/ CALOU-0m4 analyzed a full on 20231103 in rp and detected an ~on-time 12.9 ppt event using a contaminated 13.3" target aperture (T2: dT=13.3, r=3" NE). No more observations needed, except a focused full transit in a red (r', R, i', I, z) filter to separate the 2.2" neighbor and determine the source of the event.";13300;1;"Ariel, TRES-Schulte (orbit)";"VPC-";;61.13;1738;5299;1514.3;1;
2243;"TOI06305.01";8.0973375;54.210747222222;13.4;;;3;;;6.6245939;;2459909.4554461;;3526;2.751;;;;0;;1;1;"No";2459909.4554;0.003;6.6245939;3.83E-5;0.114625;0.385;8.7;"found in faint-star QLP search; Greg Srdoc conducted AIJ SAFFI analysis and possibly detected ~3.5 ppt event on-target, and also detected deeper events in neighbor stars T3,T4,T6 (~20-27" SE) that may be the source of a QLP signal. Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.";3526;;;"PC";;18.69;1211;5433;357.6;0;
359;"TOI01557.01";8.1635833333333;54.654594444444;11.333;0;0;5;;"EPHEMERIS ERROR: 51 min Confirmed as NEB by SG1 Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter. TFOP comment: very likely to be EB. Submitted TFOP 15/9/2020 Report: We observed TOI1557.01 for a time window between -0.013 and 0.09 days from the predicted transit center based on the previous ephemeris (t0=2458765.31897, P= 1.08697 days), but we could not observe it between 0.006 and 0.047 days from the predicted transit center due to dome trouble. Our analysis detected the egress but we are not sure that it is the real signal because we could not observe it at around the predicted egress time. Let's go for a second observation";1.08697;0;2458765.31897;0;0;0.0819583;0;0;0;0;1;1;2;"Yes";2458765.319;0.0056;1.08697;0.00021;0.08195833333;0.28;5;"Very likely to be EB; The two TRES observations yield a velocity shift that looks significant but is out of phase with the photometric ephemeris. Gaia finds off target. Retired as NEB.";860;;;"NEB";;13.43;2420;5480;5693.8;2;
358;"TOI01549.01";8.304375;46.340305555556;10.907;0;0;5;;"EPHEMERIS ERROR: 16 min Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter. First dataset (26/12/2019) useless due to dome. Need a second observation Report on TFOP (Dec. 21, 2019): TOI1549.01:slight odd-even; Allyson observed an egress +70% on 20191219 in ip and ruled out the event on target and detected an NEB 14'' N. Retired as NEB.";2.58593;0;2458766.835449;0;0;0.132583;0;0;0;0;1;1;1;"Yes";2458766.8355;0.0019;2.58593;0.00036;0.1325833333;0.154;14.2;"slight odd-even; Allyson observed an egress +70% on 20191219 in ip and ruled out the event on target and detected an NEB 14" N. Retired as NEB.";7140;;;"NEB";;129.36;1824;6117;1836.3;1;
2625;"TOI06674.01";8.3341291666667;59.109852777778;14.17;;;2;;;99999.99;;2458810.5771;;12885;5.17;;;;0;;1;1;"No";2458810.5771;0.0101;99999.99;0.01;0.2154802983;0.5549154;11.7;"possible near ~1810 TBJD single transit; asymmetric; CTOI from Planet Hunters;";12885;;;"STPC";;3.75;55;4095;0;0;
